StartDate,ResponseId,Classification,Student_type,WLB_open,Stress_open,Effects_open,RU open,Overall_experience,Additional,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,Race,Race_6_TEXT,Ethnicity,Ethnicity_3_TEXT,Age,
10/14/2023 20:53,R_31oq8BryAqhyimd,Freshman,Neither Employed Student or Student Athlete,It is hard to balance,yoga,,,almost everyday,,Disagree strongly,Disagree moderately,Agree moderately,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree a little,Agree a little,Disagree strongly,White,,Not Hispanic or Latino/a/x,,18,36206
10/14/2023 20:16,R_1EieOJvDr4KTwHz,Sophomore,Neither Employed Student or Student Athlete,"My work-life balance can improve in the future, as of right now I'm managing my time well between classes and extracurricular activities.There are sometimes where I do have to put my academics first and miss out on certain club events and activities. There are times where feel overwhelmed because of deadlines being back to back. ",Resource I use when dealing with managing stress is creating a schedule for when do complete my work due. Using an app that notifies you when an assignment is due. Talking to friends and family can help me cope and take my mind off academics. ,"The effects of stress that I experience is feeling overwhelmed, having doubts, not feeling like I'm committing enough time even though I am, and trying to study for multiple test causes anxiety. ",No,It has made me more aware of how to handle stressful situations but increased my anxiety. ,,Disagree moderately,Neither agree nor disagree,Agree moderately,Agree a little,Agree moderately,Agree strongly,Agree strongly,Disagree moderately,Agree strongly,Disagree a little,Black or African American,,Not Hispanic or Latino/a/x,,19,36287
10/15/2023 0:57,R_3HYy3HsT5Tde6G6,Freshman,Employed Student,amazing,music,none,McConnel library,not bad at all,"none
",Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree moderately,Agree moderately,Agree strongly,Agree moderately,Agree strongly,Disagree moderately,Other,hispanic,Hispanic or Latino/a/x,,18,36255
10/15/2023 9:05,R_1mWT7HfKIWkK4u1,Sophomore,Employed Student,"I have 2 job's, so not great ",smoking ,"I never have time to do laundry, or go to the store because of the parking in radford. ",,"It has made it impossible almost to enjoy, because tuition is constantly raised. The school takes any opportunity to take advantage of our money. ",,Agree moderately,Disagree a little,Agree strongly,Agree a little,Agree moderately,Disagree moderately,Agree moderately,Disagree moderately,Agree strongly,Disagree strongly,White,,Prefer not to say,,21,35343
10/15/2023 12:57,R_RJlQnYoDZLXskal,Freshman,Student Athlete,"I think that overall I know how to balance work, school, and sports, yet they still intervene since there's times where all my activities happen at the same time. ","I try to use all my spare time to do my ""missing"" assignment or do some of my personal errands and schedule the rest of my life",My personal life and the dynamics within my family definitely has an effect on how in interact in life,N/A,I don't think it has affected me yet. I have a good balance in life for the mean time,N/A,Agree moderately,Agree a little,Agree moderately,Agree strongly,Agree moderately,Agree a little,Agree a little,Agree moderately,Agree moderately,Agree a little,White,,Hispanic or Latino/a/x,,18,36187
10/15/2023 13:21,R_2ypU5x6bDXXqoX7,Freshman,Student Athlete,Stressed sometimes especially if i have exams,Sleep,-,-,Itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,-,Agree a little,Neither agree nor disagree,Agree moderately,Agree a little,Agree a little,Agree a little,Agree moderately,Agree a little,Agree moderately,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,19,36538
10/15/2023 13:46,R_2c1sY4gzsyiqWhK,Sophomore,Neither Employed Student or Student Athlete,Very overwhelmed and stressed,I don't lol. I sometime just try to get away from things and take a break when needed,i feel like i miss out on things because i have to go do school work instead,n/a,I feel like i cant have fun and go out and do things,n/a,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree a little,Neither agree nor disagree,Disagree a little,White,,Prefer not to say,,19,36340
10/15/2023 14:27,R_3PAzDiM6rDhZwLI,Freshman,Neither Employed Student or Student Athlete,I feel terrific ,I just bottle my stress up until it explodes.,"I get stomach pains
",no,Not very much as i dont have a job right now,no,Agree strongly,Disagree moderately,Agree moderately,Disagree a little,Agree strongly,Disagree moderately,Agree strongly,Agree a little,Agree moderately,Disagree strongly,White,,Hispanic or Latino/a/x,,19,36442
10/15/2023 14:32,R_1oA7SJk3yU2uXde,Freshman,Neither Employed Student or Student Athlete,"I am a perfectionist so I dedicate a lot of time to my school work and getting good grades. While I'm still looking for a job, I have a lot of time on my hands so I also have an appropriate amount of time to enjoy nonacademic aspects of life, as well as extracurriculars. ",Making time for puzzles or something in the realm of puzzles gives me a chance to clear my head and bring a little bit of peace to my mind.,"Occasionally, my stress distances me from my family.",No,I frequently feel tired and unmotivated to go to class.,No,Disagree strongly,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Agree strongly,Agree strongly,Disagree moderately,Agree moderately,Agree a little,White,,Not Hispanic or Latino/a/x,,18,36186
10/15/2023 15:50,R_3LiOwTyJkSv5wzo,Freshman,Neither Employed Student or Student Athlete,"Sometimes having all your stuff together can be hard, but it doesnï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½t mean you cant learn from mistakes and get better with your",I mostly do things that I enjoy such as journaling or going to the gym. I like to do things alone thatï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,Sometimes is very stressing when out of nowhere I have meeting for clubs. It makes change my whole day calendar to another time. I have consider time spending studying and assignments. I don't like when things come on the last moment.,No,Having a work-life balance is essential for life and overall future plans. Sometimes it get harder or I get unmotivated but I move forward.,No,Disagree moderately,Disagree a little,Agree moderately,Agree a little,Agree a little,Disagree strongly,Agree a little,Disagree strongly,Agree moderately,Disagree moderately,White,,Hispanic or Latino/a/x,,18,36583
10/15/2023 18:16,R_2fJKjP2r0OZEzOX,Freshman,Neither Employed Student or Student Athlete,I feel like I'm handling it good.,I take some time and play on my phone.,I don't have any.,RU involved website,It's been a positive experience.,no,Agree a little,Disagree strongly,Disagree a little,Disagree strongly,Agree a little,Agree moderately,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,White,,Other, not hispanic,19,36231
10/15/2023 20:18,R_22RnJUBG6Z56vjG,Freshman,Neither Employed Student or Student Athlete,meh,sleep,,,negatively,,Agree strongly,Agree a little,Agree a little,Agree a little,Agree a little,Disagree strongly,Agree a little,Disagree strongly,Neither agree nor disagree,Disagree a little,White,,Not Hispanic or Latino/a/x,,18,36165
10/15/2023 20:05,R_TnmpJTAK26yTGQp,Freshman,Neither Employed Student or Student Athlete,I think I have a good balance with academics and my personal time.,Make sure I am caught up on work before going out.,Feel tired from being stressed,No,I think I can work on academics a bit harder but I try to have a good balance.,no,Disagree moderately,Neither agree nor disagree,Agree moderately,Agree strongly,Disagree a little,Agree strongly,Agree strongly,Agree a little,Disagree moderately,Neither agree nor disagree,"American Indian or Alaska Native,Asian",,Not Hispanic or Latino/a/x,,18,36236
10/15/2023 20:47,R_2cjX0u2BpQ1bnKX,Junior,Employed Student,"It can be stressful, yet with time I feel more equipped to balance my time to the best of my abilties.",I am a planner so I try to plan out my week Monday-Friday as much as possible. My weekends I am more lenient about.,n/a,no,My first two years I overworked myself therefore this year I am committing to much less work hours.,n/a,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,20,36526
10/16/2023 7:18,R_0UifN5IbK8p92pz,Freshman,Student Athlete,I feel that I have a very organized day that allows me to complete all my necessary obligations while also maintaining time for myself.,Study hall and planners for academics. Practicing and believing in my abilities for sports. Just trying to maintain a balance.,More homesick.,Athlete Study Hall,I feel like I do a good job working hard and focusing almost all my time to my sport and academics and then it leaves me the weekends to enjoy for myself. ,N/A,Neither agree nor disagree,Agree a little,Agree strongly,Disagree strongly,Agree strongly,Agree moderately,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree strongly,White,,Not Hispanic or Latino/a/x,,18,36350
10/16/2023 9:01,R_3ktvRRlYIVrJnHw,Freshman,Employed Student,it comes in handy but does add a lot of stress ,listening to music and going to the library to study,,I talk to my academic advisor when necessary.,its definitely made it stressful ,none,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree moderately,Disagree moderately,Agree a little,Disagree strongly,Neither agree nor disagree,Disagree a little,White,,Not Hispanic or Latino/a/x,,18,36457
10/16/2023 9:03,R_2qmlq3LCydemLsU,Freshman,Neither Employed Student or Student Athlete,It is okay. I prioritize school over fun things.,Take a break and do something else,,No,It hasn't had a big impact,,Agree moderately,Agree a little,Agree strongly,Neither agree nor disagree,Agree a little,Disagree moderately,Agree a little,Disagree a little,Agree a little,Disagree moderately,White,,Not Hispanic or Latino/a/x,,18,36267
10/16/2023 9:32,R_3JFq6miTbvTVEde,Freshman,Student Athlete,"I am able to handle it, but it is stressful most of the time",I call my mom,It gives me stomach pains ,no,balancing school and sports makes life super stressful and at times depressing ,no,Disagree a little,Neither agree nor disagree,Agree moderately,Agree moderately,Agree a little,Agree moderately,Agree strongly,Disagree a little,Disagree a little,Disagree moderately,White,,Other,,18,36335
10/16/2023 10:05,R_1gT4x8PQ6WUGegi,Freshman,Neither Employed Student or Student Athlete,i feel like i have the help i need to succeed,I make time to have self time ,no time for enjoyable activities ,N/A,i would say sometimes,N/A,Neither agree nor disagree,Agree a little,Agree moderately,Disagree moderately,Neither agree nor disagree,Disagree moderately,Agree a little,Disagree strongly,Agree a little,Disagree strongly,White,,Not Hispanic or Latino/a/x,,18,36461
10/16/2023 11:09,R_3iOwDgiWXkfuRfL,Sophomore,Employed Student,"Stressed, overworked, and it makes me more depressed and anxious",None,"It makes me feel like if I can't get it all done, then I'm not good enough",N/A,"It just brings more stress, but I still try to get all of my school work done. I feel like I could get better grades than B's and C's if I had more time for studying.",N/A,Disagree moderately,Disagree a little,Disagree moderately,Agree moderately,Disagree a little,Agree moderately,Agree moderately,Disagree moderately,Disagree a little,Disagree moderately,White,,Not Hispanic or Latino/a/x,,22,36360
10/16/2023 12:01,R_tXRdnhEaQOj8COt,Sophomore,Employed Student,I believe it is well balanced ,planning everything out,fear of missing out,I use study rooms to do homework,it is nice to work during school to have money to do things I like,n/a,Agree a little,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree moderately,Disagree moderately,Agree moderately,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,22 years ,36432
10/16/2023 12:27,R_1KiKxZB3UEODQGK,Freshman,Neither Employed Student or Student Athlete,I feel pretty okay.,On the weekends I will do stuff that make me happy in order to reduce my stress level.,I get way too nervous due to stress and I have hard time focusing on the things that I am doing.,None,Sometimes I have hard time focusing during lectures because I am thinking about something that is related to my work-life and I miss important information.,I would say that the dogs that come to the library should stay for longer because not everybody is able to go see them. ,Agree a little,Agree a little,Agree moderately,Agree a little,Agree strongly,Agree strongly,Agree moderately,Disagree strongly,Agree strongly,Disagree strongly,White,,Other,Bulgarian,19,36413
10/16/2023 12:20,R_1dBris0Sz0Bfb34,Freshman,Student Athlete,My life revolves around keeping up with academics and staying healthy,work out or lay in my bed,No matter how much sleep I get I always wake up tired.,Recreation and Wellness Center,I am not having as fun as everyone around me seems to be having.,No,Disagree moderately,Disagree moderately,Agree moderately,Disagree moderately,Agree a little,Agree moderately,Agree moderately,Disagree moderately,Agree moderately,Disagree moderately,White,,Other,,19,36331
10/16/2023 12:39,R_2flGSH1sRAB1tOI,Sophomore,Neither Employed Student or Student Athlete,I have a good work-life balance and make it a priority.,I make sure to plan my schedule and use my calendar on my phone to help me manage.,I just want to do my best both at work and in school.,No,I have been able to manage this really well.,No,Agree strongly,Disagree moderately,Agree moderately,Disagree moderately,Agree a little,Disagree strongly,Agree a little,Agree a little,Neither agree nor disagree,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,20,36123
10/16/2023 15:18,R_80WOPL88yh9BtlL,Sophomore,Employed Student,"It can improve, but it's not bad! ",Winding down with creative time.,Poor sleep.,No.,Taught me to be more wise with my time.,No.,Agree moderately,Agree a little,Agree moderately,Agree moderately,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,Disagree a little,White,,Not Hispanic or Latino/a/x,,20,36375
10/16/2023 15:29,R_UyE7vzmbAq9i6tz,Sophomore,Neither Employed Student or Student Athlete,stressed but manageable ,"music, self care",being sick,,there has been a lot of stress that has affected my mental health/physical health and has taken tolls on my extracurriculars and relationships,N/A,Agree strongly,Neither agree nor disagree,Agree moderately,Agree strongly,Agree strongly,Disagree moderately,Agree strongly,Disagree moderately,Disagree a little,Disagree moderately,White,,Other,,19,35882
10/16/2023 15:42,R_eSaFSA3uB0OvSOB,Freshman,Employed Student,Could be better,"To-do lists, exercise, and maintaining relationships ",,,"Not significantly, I just get less sleep than preferred ",,Agree moderately,Disagree moderately,Agree a little,Agree moderately,Agree strongly,Disagree strongly,Agree strongly,Disagree a little,Disagree moderately,Disagree strongly,"Black or African American,White",,Not Hispanic or Latino/a/x,,18,36347
10/16/2023 17:43,R_1HnUpQj2hiH4DZR,Freshman,Neither Employed Student or Student Athlete,I feel neutral,Talking to someone about it ,Me being extremely anxious ,,Yes and no ,,Agree a little,Agree a little,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Agree a little,Agree a little,Agree a little,White,,Not Hispanic or Latino/a/x,,18,36327
10/16/2023 18:46,R_1F3XGTLr49YxTfK,Freshman,Neither Employed Student or Student Athlete,"I believe I have an effective balance
",stress never helps the situation,,no,"I haven't started work, but I believe it wouldn't negatively effect me.",no,Disagree a little,Disagree strongly,Agree strongly,Disagree moderately,Agree moderately,Agree strongly,Agree moderately,Disagree strongly,Agree a little,Disagree strongly,Black or African American,,Not Hispanic or Latino/a/x,,18,36352
10/17/2023 9:35,R_YS3SYX2iWBixNw5,Freshman,Student Athlete,I feel that my work-life balance isn't too bad. I have time away from work for my life but not as much as i'd like,I remind myself that everything always works out ,,,not particularly ,,Agree a little,Agree a little,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree strongly,Disagree a little,Agree strongly,Agree a little,White,,Not Hispanic or Latino/a/x,,18,36609
10/17/2023 10:07,R_3JeGLJspOzZ3MYr,Freshman,Neither Employed Student or Student Athlete,Preserving time for the weekend and usually utilizing weekdays for my academic/work-life. ,Mainly hanging with friends and time management. ,,,Managing my time balanced the routine of each class I have and prioritizing at certain times throughout the day. ,,Neither agree nor disagree,Neither agree nor disagree,Agree moderately,Disagree moderately,Neither agree nor disagree,Agree a little,Neither agree nor disagree,Disagree strongly,Agree a little,Agree moderately,White,,Not Hispanic or Latino/a/x,,18,36488
10/17/2023 10:54,R_3JtvbGMpUwSKAhy,Freshman,Neither Employed Student or Student Athlete,mostly stressed,listening to christian music and praying,time with my family,no ,a little bit ,,Neither agree nor disagree,Agree a little,Agree moderately,Agree strongly,Disagree strongly,Agree strongly,Agree strongly,Disagree moderately,Agree a little,Disagree a little,White,,Other,,19,36450
10/17/2023 11:11,R_ptrkwb857jsQd5n,Sophomore,Employed Student,"It is definitely hard to balance life between classes, work, rugby, friendships, and sleep however, I manage to get through it all. Sometimes it is hard to figure out what should come first and actually do it.  There is always going to be struggle through life so there is no need to see it as a bad thing. It is just growing as a person.",I just stick to a schedule and have open times between my days that allow me to be more flexible. This helps with the social life part of it and the homework part aswell.,Stress just builds up while at school. There are so many important things I need to get done throughout the day so getting food or cleaning feels like a chore at times when it should just feel normal.,"Not really, it would take more time out of my day and I do not need mental help I just need to keep up.",It has taught me hard work pays off and for certain people hard work is the minimum you can do.,,Agree moderately,Agree moderately,Agree moderately,Disagree moderately,Agree moderately,Disagree a little,Disagree strongly,Disagree moderately,Agree a little,Neither agree nor disagree,"Black or African American,White",,Hispanic or Latino/a/x,,19 years old ,36136
10/17/2023 12:38,R_31TWWy4pZKrDCVE,Junior,Neither Employed Student or Student Athlete,My work-life balance is pretty good so far,I normally listen to music when I am stressed,I feel stressed when I am studying for more than 2 exams at once.,no,no,no,Agree a little,Disagree moderately,Agree strongly,Disagree a little,Agree strongly,Agree a little,Agree moderately,Disagree moderately,Agree moderately,Disagree moderately,Black or African American,,Other,African American ,18,36416
10/17/2023 12:35,R_3m2VQjbbTcf6xMn,Freshman,Neither Employed Student or Student Athlete,i dont have a good balance between work and life ,taking time for myself every once in a while ,i become very unmotivated ,no,it has made me question a lot of things about myself ,no,Agree moderately,Neither agree nor disagree,Agree strongly,Agree strongly,Agree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,18,36232
10/8/2023 18:54,R_sChpBeQx7Uch9bX,Sophomore,Employed Student,jhhhvjvjhv,,,,,,,,,,,,,,,,,,,,,30142
10/17/2023 13:00,R_1onEujBmBRgNcIu,Freshman,Employed Student,I feel good about it. I feel like I have mananged very well. ,I talk to my therapist and I do things to make sure I have a good time. ,Anxiety ,,A few weeks ,,Agree moderately,Neither agree nor disagree,Agree strongly,Agree strongly,Agree a little,Disagree moderately,Agree strongly,Disagree moderately,Disagree a little,Neither agree nor disagree,"Black or African American,White",,Not Hispanic or Latino/a/x,,18,36298
10/17/2023 13:33,R_T6N3afBP6LRYqat,Freshman,Neither Employed Student or Student Athlete,"N/A. I have taken a leap of absence from work, I only work on breaks.","I play the guitar, and go for hikes",, I like to meet with my advisors/upperclassmen,N/A,N/A,Agree a little,Agree a little,Agree strongly,Disagree moderately,Agree moderately,Disagree moderately,Agree strongly,Agree a little,Agree strongly,Disagree moderately,White,,Not Hispanic or Latino/a/x,,18,36198
10/17/2023 13:00,R_28REynockOiwFml,Freshman,Employed Student,I have a bit of a struggle with maintaining balance between my work and my personal activities but it is not super hard ,I do work for a certain amount of hours then take a break to enjoy my personal activities ,"When i get really stressed it causes depressive episodes where i am unmotivated with everything, i constantly sleep ,and I lose control over a good majority of my emotions. I basically stop my whole life until i am able to figure out how i can get a hold over my stress levels ",As of right now i only use one resource. My resource is the dining services. ,It has not made college all that bad but it has made me rethink the whole college experience.,I think professors should take the time out to check on students whose grades drop suddenly or over time after they have been doing good for a while. ,Disagree strongly,Disagree strongly,Agree moderately,Neither agree nor disagree,Agree a little,Agree moderately,Agree a little,Disagree moderately,Agree a little,Neither agree nor disagree,Black or African American,,Not Hispanic or Latino/a/x,,eighteen years old ,36417
10/17/2023 15:21,R_Zr7mvQ21GPtmn5L,Freshman,Employed Student,Neutral ,"Running 
",,,,,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,Agree a little,White,,Prefer not to say,,18,36265
10/17/2023 15:27,R_1nSDQn3I6rrZziJ,Freshman,Employed Student,i feel like my work life balance is pretty good,give myself personal time to destress,nervousness leading to me not following through on plans or classes/ work,no,"i feel as if i dont have a lot of my plate at the moment, limiting my stress levels so i perform better academically",no,Agree moderately,Agree a little,Agree moderately,Agree a little,Agree a little,Disagree moderately,Agree strongly,Neither agree nor disagree,Agree a little,Disagree a little,"Asian,White",,Not Hispanic or Latino/a/x,,18,36261
10/17/2023 10:07,R_O2lvyxo7in0ywox,Freshman,Neither Employed Student or Student Athlete,I feel like my time management is pretty good compared to others. I know when to have fun and I know when to work ,eating fast food,Not being able to spend more time out and have fun like I used to because of the amount of workload,McConell Library,"Great, I have all A's so far",No comments,Neither agree nor disagree,Agree a little,Agree moderately,Agree a little,Agree moderately,Agree moderately,Agree strongly,Agree a little,Neither agree nor disagree,Disagree moderately,Asian,,Other,Asian,17,36279
10/17/2023 17:09,R_3nI9giF9jjXnPIt,Freshman,Employed Student,"I feel as though I manage my time well with most things, but I may feel that way because I get everything done while forgetting to get enough sleep which affects my physical health.",I figure out where/how I feel the stress to best manage it if it's not already managed from the schedules I make to try to manage it. I'll normally hangout with friends to take my mind off of it.,N/A,N/A,"I don't think it has affected my overall college experience, other than the lack of sleep I get which makes me tired in other areas.",N/A,Disagree a little,Disagree moderately,Agree moderately,Disagree a little,Agree strongly,Agree moderately,Agree a little,Neither agree nor disagree,Disagree a little,Disagree moderately,White,,Not Hispanic or Latino/a/x,,18,36525
10/17/2023 17:47,R_2PkdaFGy0OTWNTA,Freshman,Neither Employed Student or Student Athlete,"its ok, some weeks are harder than others",Sleep or the gym,,,It has made it difficult to manage friendships and work life. ,,Agree a little,Neither agree nor disagree,Agree strongly,Disagree a little,Agree a little,Neither agree nor disagree,Agree strongly,Disagree moderately,Agree strongly,Agree moderately,White,,Not Hispanic or Latino/a/x,,18,36252
10/17/2023 18:14,R_2zSbxizYTw0qkcw,Freshman,Employed Student,"My work-life balance needs improvement, I need to find better methods of earning and having fun.",Marijuana,Don't have any,No,It has made it more stressful making it worse.,No,Disagree moderately,Disagree moderately,Neither agree nor disagree,Agree a little,Agree a little,Agree moderately,Neither agree nor disagree,Agree moderately,Disagree strongly,Disagree moderately,White,,Not Hispanic or Latino/a/x,,18,36276
10/17/2023 20:37,R_2BanZW3lZ2PKbUy,Sophomore,Employed Student,The commitment I have to my work-life balance makes it hard to see anyone I'm close to outside of the immediate vicinity of Radford.,Using an agenda/planner to know what to expect of my upcoming week,,,"The academic side of my work-life balance makes life way more stressful than it is without it. During summer, when I only have work and home responsibilities, I don't feel much stress at all. My college experience is not exactly fun. I don't enjoy spending valuable time on classes I won't ever use and spend serious amounts of money for. ",,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,White,,Not Hispanic or Latino/a/x,,20,36518
10/18/2023 8:35,R_1ImifhReqWUxbEU,Freshman,Employed Student,"My work-life balance is great. My school-life balance is not. My professors seem to feel that each of their classes are my only classes and the due dates and expectations are unrealistic of  working adult. If school was all that I ws doing fine, but its not.",flexible attendance policies,,,yes,,Agree a little,Disagree moderately,Neither agree nor disagree,Agree moderately,Agree moderately,Agree strongly,Agree strongly,Disagree a little,Neither agree nor disagree,Disagree strongly,Prefer not to say,,Not Hispanic or Latino/a/x,,34,36382
10/18/2023 8:54,R_2YaGM8Cq4S6Yjay,Freshman,Employed Student,I get extremely tired very often. But I cannot quit the job due to the cost of the tuition I pay.,Staying up nights in a row to quickly knock out school work so I have time for my fulltime job.,,,Stressful.,,Disagree a little,Agree a little,Agree a little,Agree moderately,Disagree a little,Agree a little,Agree a little,Agree a little,Disagree a little,Neither agree nor disagree,White,,Other,,18,36588
10/18/2023 8:58,R_1gBVbonurBOB3jm,Freshman,Employed Student,"I feel like my work life balance is okay, but as stated above, school comes first over everything and can be extremely overwhelming and lots of sleep gets lost. ","I manage my stress by doing more, sounds counteractive but if I am occupied on something else I don't have time to stress, which probably doesn't help. ",,no,"It has been really stressful, however I have to work to pay for gas and food and school, so I don't have choice to work. ",no,Disagree strongly,Agree a little,Agree moderately,Disagree a little,Disagree a little,Neither agree nor disagree,Disagree strongly,Disagree a little,Disagree moderately,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,18,36598
10/18/2023 9:29,R_3pg97k0wYzZY7e6,Freshman,Neither Employed Student or Student Athlete,I feel really good about my balance,Physical activity,No additional stress,,I dont work so I am doing pretty well in school,,Disagree moderately,Neither agree nor disagree,Agree moderately,Agree moderately,Agree a little,Agree moderately,Agree a little,Disagree moderately,Neither agree nor disagree,Agree a little,White,,Not Hispanic or Latino/a/x,,19,36217
10/18/2023 9:51,R_29chcZU3UuMo8WZ,Sophomore,Employed Student,"I feel like my work-life balance depends on the time of year, but overall I feel like I am always playing catch up with my schoolwork because of the time lost while at my job.",weekends with family and friends,"The more strained from school I get, the more my social life is hurt.",the gym,I feel like I do not have the time or energy to do my best academically or socially.,,Agree a little,Disagree moderately,Neither agree nor disagree,Agree moderately,Agree a little,Disagree a little,Agree strongly,Disagree a little,Agree moderately,Disagree moderately,White,,Not Hispanic or Latino/a/x,,19,36573
10/18/2023 10:08,R_wZado2e3YaB8FLH,Junior,Neither Employed Student or Student Athlete,Moderately balanced ,Watch tiktok,Good,No,I had to quick my job o focus on school. I was just working too much. ,I could work if I worked less but Iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½m just g,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree moderately,Disagree a little,Agree moderately,Agree a little,Neither agree nor disagree,Disagree moderately,Black or African American,,Other,,21,33735
10/18/2023 13:14,R_2UYJvOdHFwPbV9y,Freshman,Employed Student,It could be better,Take my medication ,,I'm not on main campus leaving a lot of these resources unavailable ,There has been stress about making enough money to feed myself and get around ,,Agree moderately,Agree moderately,Agree strongly,Disagree a little,Agree a little,Disagree strongly,Disagree a little,Disagree strongly,Disagree strongly,Disagree strongly,White,,Not Hispanic or Latino/a/x,,18,36381
10/19/2023 10:04,R_3EuqNkupodweaUM,Freshman,Student Athlete,stressed ,I go to concealing ,I don't have a job,no,don't have a job,no ,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Black or African American,White",,Prefer not to say,,19,36371
10/19/2023 10:24,R_OHwlwnxhxE8LrhL,Freshman,Employed Student,pretty balanced ,going out and enjoying time alone ,school can be a stresser but I always push through,no,it hasn't ,no ,Agree a little,Neither agree nor disagree,Agree moderately,Neither agree nor disagree,Agree a little,Disagree moderately,Agree a little,Disagree strongly,Neither agree nor disagree,Disagree a little,White,,Not Hispanic or Latino/a/x,,18,36597
10/19/2023 10:54,R_232GAjgscQgS77S,Sophomore,Student Athlete,I think I could balance my school work and other activities a bit better but my system now works good enough for me,I smoke weed,Sometime stressing for a long period of time makes my appetite go away and I don't eat as much,The gym helps me relieve stress and work on my physical wellbeing ,"I feel it is part of college, to learn how to balance all the things on your plate on your own for the first time","Good questions
",Disagree moderately,Neither agree nor disagree,Neither agree nor disagree,Disagree a little,Neither agree nor disagree,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree a little,"American Indian or Alaska Native,White",,Not Hispanic or Latino/a/x,,20,36291
10/19/2023 13:32,R_2dA2Sn43hdtW5jD,Sophomore,Neither Employed Student or Student Athlete,good,idk,good,,it doesn't,no,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Agree moderately,Disagree a little,Disagree a little,Neither agree nor disagree,White,,Prefer not to say,,19,36248
10/19/2023 15:52,R_25t3rqxNoDF8VUS,Freshman,Employed Student,"I do better with a busy schedule, so my work-life helps me do better academically. ","I spend time listening to music to clear my head if I am having a stressful day, or I call my mom. I also have a journal I write in that helps a lot. ",I feel a lot of stress towards my classes when I am not doing well in them. ,No,It is sometimes stressful to have to balance my work-life if I have a lot of school work to do. ,No,Agree strongly,Neither agree nor disagree,Agree moderately,Agree a little,Agree strongly,Disagree a little,Agree strongly,Disagree a little,Agree a little,Disagree moderately,White,,Other,,18,36582
10/19/2023 18:54,R_2Ptzp3WoIzB26Do,Sophomore,Neither Employed Student or Student Athlete,It is hard to make it work both ways.,Self care,n/a,no,It has affected it greatly because it is hard to have time with frinds when we have so much work for classes,no,Disagree a little,Agree a little,Agree moderately,Agree moderately,Agree moderately,Agree moderately,Agree strongly,Disagree a little,Agree moderately,Neither agree nor disagree,White,,Not Hispanic or Latino/a/x,,19,36400
